author_id,created_at.x,id,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,created_at.y,username,location,verified,name,url,description
101933509,2021-04-20T17:10:39.000Z,1384555121892278272,es,@felipekast @senadornavarro Como estamos por casa?,0,0,0,0,2010-01-05T02:39:47.000Z,Hugo0056,"Concón, Chile",FALSE,HugoSolar,"",Ingeniero Civil Mecánico lo justo es justo *APRUEBO*
103588721,2021-04-20T21:03:16.000Z,1384613662770569220,es,"@felipekast @senadornavarro Estos son tus socios Felipe, debieras defenderlos 🤣🤣🤣🤣🤣🤣",0,0,0,0,2010-01-10T15:04:48.000Z,cas3500,"",FALSE,Carlos AdaroSalinero,"",""
104029986,2021-04-20T20:50:37.000Z,1384610476810715138,es,"@felipekast @senadornavarro Lamentablemente el problema está en manos de la solución, nuestros honorables, con hambre de poder y dinero fácil.
Y el pueblo preocupados de un virus que no es más letal que una influenza mal cuidada.
Nunca van a cambiar el sistema de elecciones, aunque los cambiemos a todos",0,0,0,0,2010-01-12T01:32:19.000Z,ximenamar,"",FALSE,ximena,"","Amo a Dios, mi patria y mi familia, feliz dueña de casa, mansa pero no mensa"
106407293,2021-04-20T15:41:42.000Z,1384532738917679106,es,"@felipekast @senadornavarro Senador Comunista Navarro ha sido defensor de grandes violadores de los DD.HH, entre ellos a Fidel y Raúl Castro en Cuba. Y a Hugo Chávez y Nicolás Maduro en Vzla. 
Por cierto, los 4 Comunistas igual que él. 
¿Quieren más cinismo del Congreso Izq.?",0,0,0,0,2010-01-19T13:18:13.000Z,Hector270964,"Orlando, FL",FALSE,Hector Nunez,"","Route Cyclist for 19 years, ex-Law Enforcement, Criminology & Criminalistic, SPAC Diploma at RCMP Ottawa/Ontario, Canadá."
1135693034933428229,2021-04-20T15:15:58.000Z,1384526262593626114,es,@MiguelE11835568 @felipekast @senadornavarro Insisto y te doy el punto en cuanto a Navarro y su cercanía y su poca crítica con respecto a lo que sucede en Venezuela. Sin embargo me interesa lo que pasa en mi país y tener un representante de este gobierno en esa posición es una contradicción.,0,0,0,0,2019-06-03T23:41:34.000Z,Pablo42305109,"Puerto Montt, Chile",FALSE,arte-sano APRUEBO C.C,"","Una sonrisa cuesta menos que la electricidad y da más luz.. Artesano, deportista aficionado, amante de las pantrucas, el corazón a la izquierda U de Chile."
1144358287405719557,2021-04-20T15:54:46.000Z,1384536023468634114,es,"@felipekast @senadornavarro Navarro culpa al capitalismo, luego hace mención de que deberíamos tener un sistema mixto pero el sistema mixto también trabaja sobre el capitalismo, ese es el nivel de nuestros parlamentarios",0,0,0,0,2019-06-27T21:34:11.000Z,MartinS78275310,"",FALSE,Martin Salgado,"","Historiador y estudiante de la psicología humana, encontrando mucha mas lógica en la mayoría de las razones de la derecha que de izquierda"
1144358287405719557,2021-04-20T15:45:03.000Z,1384533579254820868,es,"@tioperro9 @felipekast Me refiero a lo que se refiere Kast que es el nepotismo, saludos",0,0,0,0,2019-06-27T21:34:11.000Z,MartinS78275310,"",FALSE,Martin Salgado,"","Historiador y estudiante de la psicología humana, encontrando mucha mas lógica en la mayoría de las razones de la derecha que de izquierda"
1149409834602811392,2021-04-21T00:36:41.000Z,1384667369474338817,und,"@DerechaNews @dipuBobadilla 
@felipekast 
@Luzebensperger",0,0,0,0,2019-07-11T20:07:14.000Z,sillapatrio2017,"",FALSE,🐝ColchaSilla22%🇨🇱🐱🐶🤖🌹,"","DerechaPro:  vida👶 ,  vacunas .No maltrato animal . No al comunismo se cargo 150M personas .Resistencia. 22% .Expropio memes 😹."
1167247312256737286,2021-04-20T19:34:56.000Z,1384591430455287811,es,"@felipekast @senadornavarro Nieto de un oficial nazi. Sobrino de un participante en la Masacre de Paine.

CARERRAJA",0,0,0,0,2019-08-30T01:27:15.000Z,Caracta84435120,Isla Ducie,FALSE,Caractacus,"","¿Cómo pueden ellos, teniendo tales posesiones, ambicionar nuestras pobres cabañas?"
1176113006184488960,2021-04-21T01:24:39.000Z,1384679442316939265,es,@jmanalich @felipekast De que sirve si se mueren de hambre.?,0,0,0,0,2019-09-23T12:36:17.000Z,keko21210707,"Vitacura, Chile",FALSE,kekoBowmanbotaelmono,"",🤔
117855759,2021-04-21T03:20:10.000Z,1384708512903741442,es,"@felipekast @senadornavarro Es una vergüenza para la dignidad humana, que un socio y cómplice de una narco tirania criminal y genocida, siga presidiendo la Comisión de DDHH del parlamento chileno, hay partidos que votaron por Navarro y se jactan en los medios de apoyar al pueblo venezolano, inmorales!",0,0,0,0,2010-02-26T21:04:07.000Z,dannyramirez7,San Cristóbal,FALSE,Danny Ramírez 🇻🇪🇨🇱,"","Ing. Industrial, Especialista en Gerencia Pública, Opositor a la narco tiranía venezolana, Ex Diputado y Preso Político del Táchira, hoy exiliado en Chile."
1187149150548299784,2021-04-20T19:13:02.000Z,1384585921660604421,es,"@JISTSanchez @SebAstudillo @crisjimeneztol @felipekast @senadornavarro Auto atentados? P. Burgos, E. Nain, O. Casanova, P. Cabrera, L. Morales, J. Barrios, M. Orellana, los Luchsinger. Todos asesinados. Seguros? Que argumento más ridículo. Uniformados? Me gustaría ver a estos políticos preocupados de que se condene al culpable, sea quien sea",0,1,0,0,2019-10-23T23:30:03.000Z,CarlosI58540587,"",FALSE,Carlos Iglesias,"",Patriota. Amo a mi país y me preocupa nuestro destino
1187149150548299784,2021-04-20T20:15:30.000Z,1384601639877758979,es,@JISTSanchez @SebAstudillo @crisjimeneztol @felipekast @senadornavarro ¿Por qué entonces los políticos no lo exigen? ¿Por qué tienen bloqueado el proyecto de ley Juan Barrios? ¿Cuál ha sido la reacción de gran parte de los políticos cuando si se han realizado acciones?,0,1,0,0,2019-10-23T23:30:03.000Z,CarlosI58540587,"",FALSE,Carlos Iglesias,"",Patriota. Amo a mi país y me preocupa nuestro destino
1187909925814575106,2021-04-21T00:38:27.000Z,1384667812652793859,es,@felipekast @senadornavarro Pecaste de inocente. Aprendele a tu tío que es más vío,0,0,0,0,2019-10-26T01:52:58.000Z,ChileanRep,Viva Chile Mierda!! 🇨🇱🇨🇱,FALSE,Chileno Patriota,"",Viva Chile Mierda!!!
1190364034228506624,2021-04-20T23:52:13.000Z,1384656178177875969,es,@felipekast @cmerinoc @Panchoundurraga Cállate CTM!!!,0,0,0,0,2019-11-01T20:29:11.000Z,Santiag78135999,"",FALSE,Santino,"",""
1193999905070735361,2021-04-20T16:02:09.000Z,1384537882598252544,es,"@felipekast @senadornavarro Entre crimínales y antisociales se apañan. Navarro es empleado o socio del genocida de Maduro, mucho dinero hay involucrado ahí... y bueno q se puede esperar de los peores de la izq radical.
Si uds la derecha hubiesen estado unido y tuvieran convicciones, no estaríamos 👎",1,0,0,0,2019-11-11T21:12:38.000Z,clasemediadver1,Chile,FALSE,clasemediadverdad,"","❤️Chile. La fmlia lo + imp. Pro vida. No existe la derecha, solo patriotas y la izq radical terrorista. En 🇨🇱no hay racismo, hay terrorismo de la izq radical."
1194953924782022656,2021-04-20T16:52:50.000Z,1384550637527085059,es,"@felipekast @senadornavarro El país tiene la autoridades que se merece. Chile directo al despeñadero, al ritmo de la música de los progresistas. Game Over.",0,0,0,0,2019-11-14T12:23:39.000Z,AcesHigh747,"Santiago, Metropolitana de San",FALSE,Oscar 2019,"","Ingeniero, patriota, esforzado, trabajador y sureño de corazón. Anti progre y libertario."
1226511916224348161,2021-04-21T01:28:33.000Z,1384680421405958146,es,@felipekast @senadornavarro Bien dicho Felipe!!,0,0,0,0,2020-02-09T14:24:30.000Z,DaphneLack,"Providencia, Chile",FALSE,DaphneLack #TodosConCrespo🇨🇱,"","Dont ever mistake my silence for ignorance, my calmness for acceptance and my kindness for weakness.🇨🇱"
1265813878258069505,2021-04-21T03:23:42.000Z,1384709398895988739,es,@ipoduje @felipekast No es necesario mandar a incendiar. Piñera ql ya está echando bencina y será él el responsable. Y ustedes sus payasos https://t.co/T1NmDdaiyb,0,0,0,0,2020-05-28T01:15:32.000Z,Roag1974,"",FALSE,v de venganza,"",""
1271664974373535744,2021-04-20T14:43:36.000Z,1384518116856803330,es,"@felipekast @senadornavarro Que estupidez más grande, dónde tienen la cabeza 🤦",0,0,0,0,2020-06-13T04:45:46.000Z,Victori42841858,"Temuco, Chile",FALSE,Victoria Alarcón Soto,"","👩‍🎓Estudiante en Ingeniería Administración Pública del Instituto Profesional cft Los Lagos📚
20 años 🎂"
1283496541085409285,2021-04-20T20:00:37.000Z,1384597893961682948,es,"@felipekast un privilegio que me este siguiendo Felipe, muchas gracias.",0,0,0,0,2020-07-15T20:20:11.000Z,Wilcona2,"",FALSE,Calma y Tiza,"","Chileno, libre, respeto absoluto a la propiedad privada y el emprendimiento #SeguimosLuchando"
129930852,2021-04-20T21:18:26.000Z,1384617477712367619,es,"Muy bien @felipekast, una vergüenza tener a Navarro en la comisión de DDHH, un fiel defensor del dictador Maduro. https://t.co/jH0rg0d7em",1,0,2,0,2010-04-05T20:58:30.000Z,francosabat,"",FALSE,Franco Sabat,"","Periodista, deportista y Core en Ñuñoa, Providencia, La Reina, Las Condes, Vitacura y Lo Barnechea. Insta: @francosabat / Fbook: Core Franco Sabat 🇨🇱"
1329544005235994624,2021-04-20T17:18:53.000Z,1384557192255246338,es,@felipekast @senadornavarro Cómo chucha no hacen nada po Felipe? Algo se podrá hacer? Es insólito como se ríen en nuestras caras! Hasta cuándo?,0,1,5,0,2020-11-19T21:56:24.000Z,claulibertaria,fachistán,FALSE,Genéticamente Facha,"","Luchadora y amante de mi Chile querido, no soporto las injusticias y menos a los zurdos mitómanos vendedores de humo, mi meta: CHILE SIEMPRE LIBRE!"
135159407,2021-04-20T23:54:55.000Z,1384656857621569536,und,@felipekast @cmerinoc @Panchoundurraga #nuncamasderecha #piñerarenuncia,0,0,0,0,2010-04-20T14:07:49.000Z,minoiquita,chile,FALSE,la_shalita,"",AprueboAprueboAprueboAprueboAprueboAprueboAprueboAprueboAprueboAprueboAprueboAprueboApruebo y me gustan los gatos
1359291080680833028,2021-04-21T03:29:04.000Z,1384710750476947456,es,@Chucurumbito @felipekast APRUEBO WEONADO😡😡😡😡,0,0,0,0,2021-02-10T00:00:36.000Z,GATO46592719,"",FALSE,GATO,"",.
1367064871251148800,2021-04-20T22:04:17.000Z,1384629017148542981,pt,@felipekast @senadornavarro Chanta qlio desbrido,0,0,0,0,2021-03-03T10:51:13.000Z,PedroElGlande1,"Barcelona, España",FALSE,Gramsci,"",""
137346303,2021-04-20T22:29:32.000Z,1384635372588736518,es,@felipekast @senadornavarro Ahora es Comisión de DDINHUMANOS,0,0,0,0,2010-04-26T13:59:24.000Z,shaiagosin,por ahi o por aqui,FALSE,shai agosin,https://t.co/TuPKDL03N5,"Vota XP 21. Candidato a Constituyente por el distrito 12(La Florida, Puente Alto, La Pintana, Pirque y San Jose de Maipo) Evopoli."
142591728,2021-04-21T05:27:18.000Z,1384740507780362240,es,"@victoraraya1461 @felipekast @senadornavarro Mas que ser o de derecha o izquierda sobretodo la izquierda chilena MERECEN que sus partidos SEAN CERRADOS Y SANCIONADOS. Es gente FALLADA como EL TAL ALLENDE que se suicido en la moneda. Llenos de problemas,conflictos. No tienen un día de paz con nadie. Me da risa la foto¡¡¡",0,0,2,0,2010-05-11T07:41:46.000Z,FelipePalmaGer,Chile,FALSE,Felipe Antonio Palma Germany,https://t.co/H852vZk7nY,Técnico Jurídico.Curso Administración General Empresas.Diplomado en Corretaje de Propiedades. Derecho.Transporte.Líder.Milanese Abogados.Hombre de Familia.
142591728,2021-04-21T05:12:54.000Z,1384736883595436034,es,"@victoraraya1461 @felipekast @senadornavarro https://t.co/71H8MJj0GX
Todos los días titulares este montón de caca¡¡Y chiflados 🤣🤣🤣🤣🤣¡¡",0,0,1,0,2010-05-11T07:41:46.000Z,FelipePalmaGer,Chile,FALSE,Felipe Antonio Palma Germany,https://t.co/H852vZk7nY,Técnico Jurídico.Curso Administración General Empresas.Diplomado en Corretaje de Propiedades. Derecho.Transporte.Líder.Milanese Abogados.Hombre de Familia.
1443877166,2021-04-20T14:57:34.000Z,1384521628575481860,es,@felipekast @senadornavarro Hipocresía sin ids los KKAST descendientes de nazis. Hijos y nietos de terroristas de estado. Todavía no los olvidan en lonquen sapos de la CNI,0,0,1,0,2013-05-20T13:57:44.000Z,RespinozaRojas,Antofagasta    ,FALSE,Rodrigo Espinoza,"","Ingeniero en alimentos licenciado en ciencias de la ingeniería, 2 hijos Casado, profesional de la gran minería, con conciencia social que no olvida sus orígenes"
147447799,2021-04-20T23:31:08.000Z,1384650873507307522,es,"@jgalemparte @Senado_Chile @Insulza @AravenaPrensa @felipekast @senadorquintana Hay casos en que los que compran saben que es al margen de la legalidad, pero es una oportunidad en precio que los anima. Además los gestores de estos proyectos tienen cierto reconocimiento, por lo que generan una sensación de protección frente a la fuerza pública.",0,0,0,0,2010-05-24T04:50:57.000Z,DiegoOlfos,Chile,FALSE,Diego Olfos,"",Ya se nos ocurrirá algo...
14795065,2021-04-21T01:48:04.000Z,1384685332017422336,es,"@SepulvedAllende @senadornavarro @felipekast Eso no quita q Navarro sea una chearleader de Maduro en Venezuela, donde hay dictadura reconocida y violacion a los DDHH reconocidos por la ONU. Navarro parasito incompetente del Estado.",0,0,0,0,2008-05-16T04:36:06.000Z,sagurto,"ÜT: -33.430278,-70.63712",FALSE,Sergio Agurto,"","Tengo 3 mujeres !!! desafiando la vida día a día, entre ponerle y no ponerle, Juegue !!"
16416898,2021-04-21T00:21:21.000Z,1384663509137559552,es,@Panchoundurraga @Camara_cl @Senado_Chile Excelente así se hace @evopoli @Panchoundurraga esperemos ahora el apoyo en el senado @felipekast  Liberales unidos por causas de libertad,1,0,0,0,2008-09-23T08:27:56.000Z,filexmaster,Concepción Chile,FALSE,Felipe Veliz 🅕,https://t.co/j84wDpfJlg,🇨🇱🐍 DJ & Graphic Designer & Illustrator #DesignThinking #Innovation Digital Artist in @terranovup CEO @estaciongg https://t.co/G9cdpzXEFq IG: filexmaster ★
16416898,2021-04-20T19:22:34.000Z,1384588318248247298,es,"@feliperamos1980 @vladomirosevic 👏👏👏 excelente un gran avance, espero que @felipekast apoye está causa",0,0,0,0,2008-09-23T08:27:56.000Z,filexmaster,Concepción Chile,FALSE,Felipe Veliz 🅕,https://t.co/j84wDpfJlg,🇨🇱🐍 DJ & Graphic Designer & Illustrator #DesignThinking #Innovation Digital Artist in @terranovup CEO @estaciongg https://t.co/G9cdpzXEFq IG: filexmaster ★
16416898,2021-04-20T20:46:29.000Z,1384609439848751105,es,"#Eutanasia las libertades fueron representadas hoy en la @Camara_cl espero que este proyecto sea aprobado por @Senado_Chile pido el apoyo por parte de los liberales de @evopoli @felipekast
Felicitaciones al @Liberales_Chile @vladomirosevic @abernales por la lucha 💪 #EstadoLaico",0,0,1,0,2008-09-23T08:27:56.000Z,filexmaster,Concepción Chile,FALSE,Felipe Veliz 🅕,https://t.co/j84wDpfJlg,🇨🇱🐍 DJ & Graphic Designer & Illustrator #DesignThinking #Innovation Digital Artist in @terranovup CEO @estaciongg https://t.co/G9cdpzXEFq IG: filexmaster ★
16736499,2021-04-20T22:19:23.000Z,1384632818119098369,es,@jgalemparte @Senado_Chile @Insulza @AravenaPrensa @felipekast @senadorquintana Y a la zona norte y desde mucho tiempo antes,0,0,0,0,2008-10-14T11:12:48.000Z,nicoibieta,"Santiago, Chile",FALSE,Nico Ibieta,https://t.co/J8c5AxuX0T,Consultor en Comunicación y Asuntos Públicos. @PuntoCeroCL Beers&Politics en Chile y tuitero en permanente construcción. SPA + ENG 🗣
173257489,2021-04-20T21:01:49.000Z,1384613295580192770,und,@felipekast https://t.co/tLF22knoo4,1,0,0,0,2010-07-31T22:38:54.000Z,mpinto7000,"Ñuñoa, Chile",FALSE,Ciudadano libre. 22%,"","Si, 22% a mucha honra,  y qué?. Nacionalista y Demócrata por siempre.
SI VIS PACEM PARA BELLUM. Misión Cumplida."
176481573,2021-04-20T18:49:56.000Z,1384580108409843714,es,"@felipekast @senadornavarro Pero uds DERECHA se han dejado pisotear y han arrastrado el poncho con todas las ideas criminales de la izquierda, INCLUSO los han dejado APLAUDIR a DELINCUENTES de la primera línea y defender el Terrorismo en la Araucania.
BASTA ES BASTA en serio, golpeen la mesa
@chahuan https://t.co/hJYdXGyqKR",0,0,1,0,2010-08-09T17:15:50.000Z,claucortezm,Chile,FALSE,claucortez Patria de Cristal,"","Licenciada en Comunicaciones,
Repúblicana, Cristiana, Sionista.
Mapuches: pueblo maravilloso secuestrado x el NarcoTerrorismo CAM"
